seq_id	seq_len	gaps	gap_rate
UHGV-0000227_25	423	12477	29.49645390070922
UHGV-0000230_12	552	12348	22.369565217391305
UHGV-0000232_28	413	12487	30.234866828087167
UHGV-0000236_48	438	12462	28.45205479452055
UHGV-0000239_28	579	12321	21.27979274611399
UHGV-0000248_44	567	12333	21.75132275132275
UHGV-0000250_33	433	12467	28.792147806004618
UHGV-0000251_63	581	12319	21.203098106712563
UHGV-0000252_22	668	12232	18.311377245508982
UHGV-0000254_18	578	12322	21.31833910034602
UHGV-0000255_68	581	12319	21.203098106712563
UHGV-0000256_44	568	12332	21.711267605633804
UHGV-0000264_30	450	12450	27.666666666666668
UHGV-0000268_38	559	12341	22.076923076923077
UHGV-0000279_24	439	12461	28.38496583143508
UHGV-0000301_16	463	12437	26.861771058315334
UHGV-0000305_27	450	12450	27.666666666666668
UHGV-0000307_28	533	12367	23.202626641651033
UHGV-0000310_30	500	12400	24.8
UHGV-0000315_27	557	12343	22.159784560143628
UHGV-0000316_32	578	12322	21.31833910034602
UHGV-0000318_25	465	12435	26.741935483870968
UHGV-0000319_26	544	12356	22.71323529411765
UHGV-0000320_59	584	12316	21.089041095890412
UHGV-0000325_25	624	12276	19.673076923076923
UHGV-0000327_31	497	12403	24.955734406438633
UHGV-0000329_20	456	12444	27.289473684210527
UHGV-0000350_43	441	12459	28.25170068027211
UHGV-0000355_25	490	12410	25.3265306122449
UHGV-0000363_34	452	12448	27.539823008849556
UHGV-0000369_38	472	12428	26.33050847457627
UHGV-0000374_31	423	12477	29.49645390070922
UHGV-0000378_32	415	12485	30.08433734939759
UHGV-0000380_57	581	12319	21.203098106712563
UHGV-0000385_48	572	12328	21.552447552447553
UHGV-0000386_26	521	12379	23.760076775431862
UHGV-0000387_46	662	12238	18.486404833836858
UHGV-0000389_33	561	12339	21.994652406417114
UHGV-0000399_29	483	12417	25.70807453416149
UHGV-0000402_31	552	12348	22.369565217391305
UHGV-0000410_24	445	12455	27.98876404494382
UHGV-0000411_35	449	12451	27.73051224944321
UHGV-0000413_6	460	12440	27.043478260869566
UHGV-0000415_16	703	12197	17.349928876244665
UHGV-0000416_24	559	12341	22.076923076923077
UHGV-0000422_71	552	12348	22.369565217391305
UHGV-0000423_38	450	12450	27.666666666666668
UHGV-0000424_28	575	12325	21.434782608695652
UHGV-0000431_23	543	12357	22.756906077348066
UHGV-0000444_8	413	12487	30.234866828087167
UHGV-0000450_36	503	12397	24.646123260437374
UHGV-0000452_21	544	12356	22.71323529411765
UHGV-0000458_25	548	12352	22.54014598540146
UHGV-0000463_25	480	12420	25.875
UHGV-0000465_15	442	12458	28.18552036199095
UHGV-0000471_43	535	12365	23.11214953271028
UHGV-0000472_30	632	12268	19.411392405063292
UHGV-0000475_24	559	12341	22.076923076923077
UHGV-0000476_31	534	12366	23.15730337078652
UHGV-0000477_25	591	12309	20.82741116751269
UHGV-0000481_76	418	12482	29.861244019138756
UHGV-0000482_28	486	12414	25.54320987654321
UHGV-0000486_39	439	12461	28.38496583143508
UHGV-0000488_35	450	12450	27.666666666666668
UHGV-0000489_36	457	12443	27.227571115973742
UHGV-0000496_26	545	12355	22.6697247706422
UHGV-0000500_17	464	12436	26.801724137931036
UHGV-0000501_28	587	12313	20.976149914821125
UHGV-0000509_22	706	12194	17.271954674220964
UHGV-0000514_24	618	12282	19.87378640776699
UHGV-0000520_59	547	12353	22.583180987202926
UHGV-0000536_21	455	12445	27.35164835164835
UHGV-0000538_27	590	12310	20.864406779661017
UHGV-0000543_33	498	12402	24.903614457831324
UHGV-0000544_26	438	12462	28.45205479452055
UHGV-0000555_23	546	12354	22.626373626373628
UHGV-0000560_32	433	12467	28.792147806004618
UHGV-0000561_44	439	12461	28.38496583143508
UHGV-0000562_26	409	12491	30.540342298288508
UHGV-0000564_15	578	12322	21.31833910034602
UHGV-0000565_8	412	12488	30.310679611650485
UHGV-0000569_79	554	12346	22.28519855595668
UHGV-0000570_28	590	12310	20.864406779661017
UHGV-0000572_14	520	12380	23.807692307692307
UHGV-0000577_30	556	12344	22.201438848920862
UHGV-0000579_21	584	12316	21.089041095890412
UHGV-0000582_23	602	12298	20.428571428571427
UHGV-0000584_18	553	12347	22.32730560578662
UHGV-0000588_30	451	12449	27.60310421286031
UHGV-0000593_80	504	12396	24.595238095238095
UHGV-0000597_39	426	12474	29.281690140845072
UHGV-0000599_28	570	12330	21.63157894736842
UHGV-0000605_25	398	12502	31.412060301507537
UHGV-0000609_31	542	12358	22.800738007380073
UHGV-0000611_38	448	12452	27.794642857142858
UHGV-0000612_37	463	12437	26.861771058315334
UHGV-0000613_10	604	12296	20.357615894039736
UHGV-0000614_21	543	12357	22.756906077348066
UHGV-0000615_23	434	12466	28.723502304147466
UHGV-0000616_32	462	12438	26.92207792207792
UHGV-0000617_26	471	12429	26.388535031847134
UHGV-0000618_33	558	12342	22.118279569892472
UHGV-0000622_37	449	12451	27.73051224944321
UHGV-0000624_46	476	12424	26.100840336134453
UHGV-0000630_26	409	12491	30.540342298288508
UHGV-0000637_24	418	12482	29.861244019138756
UHGV-0000639_26	435	12465	28.655172413793103
UHGV-0000644_28	481	12419	25.81912681912682
UHGV-0000648_36	565	12335	21.831858407079647
UHGV-0000650_37	450	12450	27.666666666666668
UHGV-0000652_12	427	12473	29.210772833723652
UHGV-0000657_31	579	12321	21.27979274611399
UHGV-0000666_21	471	12429	26.388535031847134
UHGV-0000676_34	419	12481	29.787589498806682
UHGV-0000682_23	603	12297	20.393034825870647
UHGV-0000683_26	544	12356	22.71323529411765
UHGV-0000684_28	580	12320	21.24137931034483
UHGV-0000688_23	421	12479	29.641330166270784
UHGV-0000690_33	604	12296	20.357615894039736
UHGV-0000691_28	414	12486	30.159420289855074
UHGV-0000693_16	549	12351	22.497267759562842
UHGV-0000710_24	417	12483	29.93525179856115
UHGV-0000712_44	594	12306	20.717171717171716
UHGV-0000713_36	559	12341	22.076923076923077
UHGV-0000719_36	536	12364	23.067164179104477
UHGV-0000720_24	563	12337	21.912966252220247
UHGV-0000722_24	471	12429	26.388535031847134
UHGV-0000726_28	580	12320	21.24137931034483
UHGV-0000733_24	450	12450	27.666666666666668
UHGV-0000737_28	414	12486	30.159420289855074
UHGV-0000741_22	546	12354	22.626373626373628
UHGV-0000743_28	412	12488	30.310679611650485
UHGV-0000746_29	579	12321	21.27979274611399
UHGV-0000747_25	466	12434	26.682403433476395
UHGV-0000750_33	558	12342	22.118279569892472
UHGV-0000752_44	476	12424	26.100840336134453
UHGV-0000754_38	403	12497	31.009925558312656
UHGV-0000758_24	568	12332	21.711267605633804
UHGV-0000767_50	582	12318	21.164948453608247
UHGV-0000781_25	547	12353	22.583180987202926
UHGV-0000783_24	420	12480	29.714285714285715
UHGV-0000785_24	414	12486	30.159420289855074
UHGV-0000788_36	521	12379	23.760076775431862
UHGV-0000796_26	453	12447	27.47682119205298
UHGV-0000797_9	755	12145	16.08609271523179
UHGV-0000798_37	567	12333	21.75132275132275
UHGV-0000815_23	581	12319	21.203098106712563
UHGV-0000841_29	561	12339	21.994652406417114
UHGV-0000843_26	474	12426	26.21518987341772
UHGV-0000847_24	428	12472	29.14018691588785
UHGV-0000850_67	584	12316	21.089041095890412
UHGV-0000851_41	488	12412	25.434426229508198
UHGV-0000855_17	557	12343	22.159784560143628
UHGV-0000856_29	476	12424	26.100840336134453
UHGV-0000862_24	435	12465	28.655172413793103
UHGV-0000864_22	560	12340	22.035714285714285
UHGV-0000866_38	483	12417	25.70807453416149
UHGV-0000867_31	549	12351	22.497267759562842
UHGV-0000876_36	560	12340	22.035714285714285
UHGV-0000885_54	666	12234	18.36936936936937
UHGV-0000887_25	553	12347	22.32730560578662
UHGV-0000893_11	462	12438	26.92207792207792
UHGV-0000895_27	612	12288	20.07843137254902
UHGV-0000897_18	716	12184	17.01675977653631
UHGV-0000899_9	515	12385	24.04854368932039
UHGV-0000928_21	557	12343	22.159784560143628
UHGV-0000945_16	712	12188	17.117977528089888
UHGV-0000947_56	728	12172	16.71978021978022
UHGV-0000952_31	579	12321	21.27979274611399
UHGV-0000954_28	435	12465	28.655172413793103
UHGV-0000961_34	418	12482	29.861244019138756
UHGV-0000962_24	429	12471	29.06993006993007
UHGV-0000964_41	443	12457	28.119638826185103
UHGV-0000965_27	426	12474	29.281690140845072
UHGV-0000966_23	411	12489	30.386861313868614
UHGV-0000967_21	609	12291	20.182266009852217
UHGV-0000968_36	426	12474	29.281690140845072
UHGV-0000970_24	510	12390	24.294117647058822
UHGV-0000978_25	625	12275	19.64
UHGV-0000979_34	547	12353	22.583180987202926
UHGV-0000981_28	458	12442	27.16593886462882
UHGV-0000982_4	469	12431	26.505330490405118
UHGV-0000987_35	547	12353	22.583180987202926
UHGV-0000988_29	565	12335	21.831858407079647
UHGV-0000989_36	395	12505	31.658227848101266
UHGV-0000990_42	398	12502	31.412060301507537
UHGV-0000992_29	456	12444	27.289473684210527
UHGV-0000994_56	704	12196	17.323863636363637
UHGV-0000995_26	464	12436	26.801724137931036
UHGV-0000999_42	577	12323	21.357019064124785
UHGV-0001003_23	581	12319	21.203098106712563
UHGV-0001009_17	415	12485	30.08433734939759
UHGV-0001011_41	562	12338	21.95373665480427
UHGV-0001012_21	546	12354	22.626373626373628
UHGV-0001016_106	551	12349	22.41197822141561
UHGV-0001018_33	446	12454	27.923766816143498
UHGV-0001019_49	560	12340	22.035714285714285
UHGV-0001022_21	556	12344	22.201438848920862
UHGV-0001023_15	547	12353	22.583180987202926
UHGV-0001024_31	472	12428	26.33050847457627
UHGV-0001026_46	541	12359	22.844731977818853
UHGV-0001027_12	567	12333	21.75132275132275
UHGV-0001031_72	581	12319	21.203098106712563
UHGV-0001042_40	490	12410	25.3265306122449
UHGV-0001051_3	554	12346	22.28519855595668
UHGV-0001052_33	408	12492	30.61764705882353
UHGV-0001059_30	604	12296	20.357615894039736
UHGV-0001062_22	513	12387	24.146198830409357
UHGV-0001071_13	521	12379	23.760076775431862
UHGV-0001074_24	550	12350	22.454545454545453
UHGV-0001076_21	428	12472	29.14018691588785
UHGV-0001081_26	453	12447	27.47682119205298
UHGV-0001082_34	578	12322	21.31833910034602
UHGV-0001086_32	449	12451	27.73051224944321
UHGV-0001087_14	575	12325	21.434782608695652
UHGV-0001096_21	473	12427	26.272727272727273
UHGV-0001097_18	563	12337	21.912966252220247
UHGV-0001100_45	581	12319	21.203098106712563
UHGV-0001103_37	611	12289	20.112929623567922
UHGV-0001106_24	437	12463	28.519450800915333
UHGV-0001120_28	626	12274	19.60702875399361
UHGV-0001122_33	428	12472	29.14018691588785
UHGV-0001129_23	606	12294	20.287128712871286
UHGV-0001130_18	558	12342	22.118279569892472
UHGV-0001131_27	452	12448	27.539823008849556
UHGV-0001132_66	581	12319	21.203098106712563
UHGV-0001133_56	579	12321	21.27979274611399
UHGV-0001134_40	409	12491	30.540342298288508
UHGV-0001135_35	450	12450	27.666666666666668
UHGV-0001136_27	573	12327	21.513089005235603
UHGV-0001138_27	485	12415	25.5979381443299
UHGV-0001139_28	471	12429	26.388535031847134
UHGV-0001140_21	486	12414	25.54320987654321
UHGV-0001155_23	419	12481	29.787589498806682
UHGV-0001167_169	687	12213	17.777292576419214
UHGV-0001170_40	395	12505	31.658227848101266
UHGV-0001176_40	414	12486	30.159420289855074
UHGV-0001185_21	445	12455	27.98876404494382
UHGV-0001188_36	527	12373	23.47817836812144
UHGV-0001192_30	595	12305	20.680672268907564
UHGV-0001193_33	488	12412	25.434426229508198
UHGV-0001194_16	546	12354	22.626373626373628
UHGV-0001202_22	528	12372	23.431818181818183
UHGV-0001207_29	530	12370	23.339622641509433
UHGV-0001210_25	614	12286	20.009771986970684
UHGV-0001220_28	617	12283	19.907617504051863
UHGV-0001228_1	694	12206	17.587896253602306
UHGV-0001235_16	559	12341	22.076923076923077
UHGV-0001236_16	560	12340	22.035714285714285
UHGV-0001242_30	480	12420	25.875
UHGV-0001245_30	545	12355	22.6697247706422
UHGV-0001249_19	533	12367	23.202626641651033
UHGV-0001256_18	555	12345	22.243243243243242
UHGV-0001261_23	414	12486	30.159420289855074
UHGV-0001262_41	409	12491	30.540342298288508
UHGV-0001265_26	548	12352	22.54014598540146
UHGV-0001269_27	411	12489	30.386861313868614
UHGV-0001270_34	449	12451	27.73051224944321
UHGV-0001272_42	559	12341	22.076923076923077
UHGV-0001274_46	500	12400	24.8
UHGV-0001287_3	429	12471	29.06993006993007
UHGV-0001288_46	434	12466	28.723502304147466
UHGV-0001295_27	471	12429	26.388535031847134
UHGV-0001303_23	447	12453	27.859060402684563
UHGV-0001311_25	453	12447	27.47682119205298
UHGV-0001314_36	610	12290	20.147540983606557
UHGV-0001319_2	564	12336	21.872340425531913
UHGV-0001321_32	624	12276	19.673076923076923
UHGV-0001326_28	544	12356	22.71323529411765
UHGV-0001327_18	542	12358	22.800738007380073
UHGV-0001328_28	428	12472	29.14018691588785
UHGV-0001335_20	554	12346	22.28519855595668
UHGV-0001347_28	542	12358	22.800738007380073
UHGV-0001348_36	453	12447	27.47682119205298
UHGV-0001359_33	492	12408	25.21951219512195
UHGV-0001363_22	415	12485	30.08433734939759
UHGV-0001365_25	414	12486	30.159420289855074
UHGV-0001367_28	469	12431	26.505330490405118
UHGV-0001369_20	501	12399	24.748502994011975
UHGV-0001372_28	592	12308	20.79054054054054
UHGV-0001385_24	591	12309	20.82741116751269
UHGV-0001390_29	424	12476	29.42452830188679
UHGV-0001392_27	418	12482	29.861244019138756
UHGV-0001394_12	460	12440	27.043478260869566
UHGV-0001398_24	447	12453	27.859060402684563
UHGV-0001399_31	453	12447	27.47682119205298
UHGV-0001408_23	441	12459	28.25170068027211
UHGV-0001409_18	623	12277	19.70626003210273
UHGV-0001410_31	441	12459	28.25170068027211
UHGV-0001420_46	452	12448	27.539823008849556
UHGV-0001421_26	457	12443	27.227571115973742
UHGV-0001423_23	465	12435	26.741935483870968
UHGV-0001430_59	495	12405	25.060606060606062
UHGV-0001437_67	551	12349	22.41197822141561
UHGV-0001450_28	534	12366	23.15730337078652
UHGV-0001451_36	417	12483	29.93525179856115
UHGV-0001452_37	403	12497	31.009925558312656
UHGV-0001457_22	546	12354	22.626373626373628
UHGV-0001460_76	581	12319	21.203098106712563
UHGV-0001465_36	449	12451	27.73051224944321
UHGV-0001467_24	449	12451	27.73051224944321
UHGV-0001468_45	424	12476	29.42452830188679
UHGV-0001470_38	450	12450	27.666666666666668
UHGV-0001472_35	473	12427	26.272727272727273
UHGV-0001474_15	559	12341	22.076923076923077
UHGV-0001476_29	453	12447	27.47682119205298
UHGV-0001479_34	568	12332	21.711267605633804
UHGV-0001488_20	488	12412	25.434426229508198
UHGV-0001489_22	554	12346	22.28519855595668
UHGV-0001499_26	403	12497	31.009925558312656
UHGV-0001500_46	412	12488	30.310679611650485
UHGV-0001501_27	468	12432	26.564102564102566
UHGV-0001504_29	515	12385	24.04854368932039
UHGV-0001519_29	454	12446	27.41409691629956
UHGV-0001523_37	612	12288	20.07843137254902
UHGV-0001527_29	438	12462	28.45205479452055
UHGV-0001533_20	413	12487	30.234866828087167
UHGV-0001539_24	466	12434	26.682403433476395
UHGV-0001546_26	557	12343	22.159784560143628
UHGV-0001552_23	420	12480	29.714285714285715
UHGV-0001553_31	418	12482	29.861244019138756
UHGV-0001554_31	393	12507	31.82442748091603
UHGV-0001557_30	614	12286	20.009771986970684
UHGV-0001558_62	581	12319	21.203098106712563
UHGV-0001562_37	515	12385	24.04854368932039
UHGV-0001568_24	626	12274	19.60702875399361
UHGV-0001572_26	416	12484	30.009615384615383
UHGV-0001579_43	710	12190	17.169014084507044
UHGV-0001580_40	414	12486	30.159420289855074
UHGV-0001588_34	457	12443	27.227571115973742
UHGV-0001589_20	583	12317	21.126929674099486
UHGV-0001595_32	423	12477	29.49645390070922
UHGV-0001596_3	479	12421	25.931106471816285
UHGV-0001600_32	612	12288	20.07843137254902
UHGV-0001601_31	598	12302	20.57190635451505
UHGV-0001603_21	558	12342	22.118279569892472
UHGV-0001607_23	448	12452	27.794642857142858
UHGV-0001615_30	444	12456	28.054054054054053
UHGV-0001620_140	465	12435	26.741935483870968
UHGV-0001621_22	413	12487	30.234866828087167
UHGV-0001626_35	543	12357	22.756906077348066
UHGV-0001638_30	460	12440	27.043478260869566
UHGV-0001639_31	460	12440	27.043478260869566
UHGV-0001641_18	534	12366	23.15730337078652
UHGV-0001644_28	646	12254	18.96904024767802
UHGV-0001648_23	498	12402	24.903614457831324
UHGV-0001653_19	520	12380	23.807692307692307
UHGV-0001658_24	421	12479	29.641330166270784
UHGV-0001662_2	463	12437	26.861771058315334
UHGV-0001663_50	470	12430	26.4468085106383
UHGV-0001669_4	539	12361	22.93320964749536
UHGV-0001671_17	423	12477	29.49645390070922
UHGV-0001678_28	580	12320	21.24137931034483
UHGV-0001680_101	686	12214	17.80466472303207
UHGV-0001681_22	680	12220	17.970588235294116
UHGV-0001682_39	403	12497	31.009925558312656
UHGV-0001683_27	550	12350	22.454545454545453
UHGV-0001697_18	581	12319	21.203098106712563
UHGV-0001699_68	553	12347	22.32730560578662
UHGV-0001707_48	395	12505	31.658227848101266
UHGV-0001713_27	472	12428	26.33050847457627
UHGV-0001714_44	544	12356	22.71323529411765
UHGV-0001716_27	409	12491	30.540342298288508
UHGV-0001718_46	764	12136	15.884816753926701
UHGV-0001719_35	544	12356	22.71323529411765
UHGV-0001721_30	552	12348	22.369565217391305
UHGV-0001723_21	392	12508	31.908163265306122
UHGV-0001724_20	414	12486	30.159420289855074
UHGV-0001726_23	554	12346	22.28519855595668
UHGV-0001740_28	536	12364	23.067164179104477
UHGV-0001743_52	581	12319	21.203098106712563
UHGV-0001746_30	413	12487	30.234866828087167
UHGV-0001753_19	556	12344	22.201438848920862
UHGV-0001759_24	465	12435	26.741935483870968
UHGV-0001770_15	441	12459	28.25170068027211
UHGV-0001777_27	392	12508	31.908163265306122
UHGV-0001786_9	535	12365	23.11214953271028
UHGV-0001793_33	712	12188	17.117977528089888
UHGV-0001794_27	639	12261	19.187793427230048
UHGV-0001797_46	395	12505	31.658227848101266
UHGV-0001802_24	550	12350	22.454545454545453
UHGV-0001806_30	448	12452	27.794642857142858
UHGV-0001807_16	635	12265	19.31496062992126
UHGV-0001809_8	750	12150	16.2
UHGV-0001811_24	422	12478	29.56872037914692
UHGV-0001812_35	450	12450	27.666666666666668
UHGV-0001816_31	612	12288	20.07843137254902
UHGV-0001819_5	616	12284	19.941558441558442
UHGV-0001826_26	434	12466	28.723502304147466
UHGV-0001827_26	414	12486	30.159420289855074
UHGV-0001835_25	422	12478	29.56872037914692
UHGV-0001845_34	587	12313	20.976149914821125
UHGV-0001846_18	675	12225	18.11111111111111
UHGV-0001850_25	584	12316	21.089041095890412
UHGV-0001860_17	598	12302	20.57190635451505
UHGV-0001864_27	491	12409	25.272912423625254
UHGV-0001867_23	478	12422	25.98744769874477
UHGV-0001868_42	540	12360	22.88888888888889
UHGV-0001871_22	488	12412	25.434426229508198
UHGV-0001877_20	473	12427	26.272727272727273
UHGV-0001887_34	467	12433	26.623126338329765
UHGV-0001890_36	555	12345	22.243243243243242
UHGV-0001894_23	414	12486	30.159420289855074
UHGV-0001913_55	714	12186	17.067226890756302
UHGV-0001914_8	397	12503	31.493702770780857
UHGV-0001922_14	507	12393	24.443786982248522
UHGV-0001941_61	581	12319	21.203098106712563
UHGV-0001948_18	464	12436	26.801724137931036
UHGV-0001949_100	662	12238	18.486404833836858
UHGV-0001951_24	548	12352	22.54014598540146
UHGV-0001959_19	406	12494	30.773399014778324
UHGV-0001962_26	581	12319	21.203098106712563
UHGV-0001967_41	583	12317	21.126929674099486
UHGV-0001968_18	590	12310	20.864406779661017
UHGV-0001975_34	462	12438	26.92207792207792
UHGV-0001977_30	451	12449	27.60310421286031
UHGV-0001985_32	508	12392	24.393700787401574
UHGV-0002003_55	425	12475	29.352941176470587
UHGV-0002019_3	585	12315	21.05128205128205
UHGV-0002025_32	445	12455	27.98876404494382
UHGV-0002027_56	536	12364	23.067164179104477
UHGV-0002029_18	482	12418	25.763485477178424
UHGV-0002034_24	531	12369	23.293785310734464
UHGV-0002036_12	540	12360	22.88888888888889
UHGV-0002037_24	423	12477	29.49645390070922
UHGV-0002038_27	442	12458	28.18552036199095
UHGV-0002044_29	451	12449	27.60310421286031
UHGV-0002046_24	555	12345	22.243243243243242
UHGV-0002051_35	452	12448	27.539823008849556
UHGV-0002053_43	675	12225	18.11111111111111
UHGV-0002055_22	559	12341	22.076923076923077
UHGV-0002056_25	624	12276	19.673076923076923
UHGV-0002058_29	479	12421	25.931106471816285
UHGV-0002059_19	762	12138	15.929133858267717
UHGV-0002061_17	452	12448	27.539823008849556
UHGV-0002064_38	490	12410	25.3265306122449
UHGV-0002066_39	541	12359	22.844731977818853
UHGV-0002073_10	418	12482	29.861244019138756
UHGV-0002075_34	699	12201	17.454935622317596
UHGV-0002089_24	581	12319	21.203098106712563
UHGV-0002095_35	554	12346	22.28519855595668
UHGV-0002102_34	454	12446	27.41409691629956
UHGV-0002103_25	533	12367	23.202626641651033
UHGV-0002106_23	515	12385	24.04854368932039
UHGV-0002109_15	581	12319	21.203098106712563
UHGV-0002118_20	449	12451	27.73051224944321
UHGV-0002128_18	459	12441	27.104575163398692
UHGV-0002129_29	460	12440	27.043478260869566
UHGV-0002132_23	577	12323	21.357019064124785
UHGV-0002134_20	547	12353	22.583180987202926
UHGV-0002136_33	411	12489	30.386861313868614
UHGV-0002137_28	562	12338	21.95373665480427
UHGV-0002138_230	541	12359	22.844731977818853
UHGV-0002140_5	544	12356	22.71323529411765
UHGV-0002141_7	457	12443	27.227571115973742
UHGV-0002146_20	411	12489	30.386861313868614
UHGV-0002149_26	571	12329	21.591943957968475
UHGV-0002151_25	432	12468	28.86111111111111
UHGV-0002154_33	476	12424	26.100840336134453
UHGV-0002156_34	542	12358	22.800738007380073
UHGV-0002157_30	528	12372	23.431818181818183
UHGV-0002160_76	554	12346	22.28519855595668
UHGV-0002174_63	395	12505	31.658227848101266
UHGV-0002178_22	498	12402	24.903614457831324
UHGV-0002180_41	575	12325	21.434782608695652
UHGV-0002182_24	570	12330	21.63157894736842
UHGV-0002183_14	596	12304	20.644295302013422
UHGV-0002188_36	542	12358	22.800738007380073
UHGV-0002190_9	756	12144	16.063492063492063
UHGV-0002194_20	545	12355	22.6697247706422
UHGV-0002202_26	559	12341	22.076923076923077
UHGV-0002205_32	595	12305	20.680672268907564
UHGV-0002206_26	550	12350	22.454545454545453
UHGV-0002214_31	552	12348	22.369565217391305
UHGV-0002225_26	565	12335	21.831858407079647
UHGV-0002228_18	469	12431	26.505330490405118
UHGV-0002231_23	456	12444	27.289473684210527
UHGV-0002238_14	570	12330	21.63157894736842
UHGV-0002240_32	599	12301	20.535893155258766
UHGV-0002246_23	494	12406	25.11336032388664
UHGV-0002260_25	448	12452	27.794642857142858
UHGV-0002261_21	572	12328	21.552447552447553
UHGV-0002268_24	422	12478	29.56872037914692
UHGV-0002272_18	582	12318	21.164948453608247
UHGV-0002274_24	447	12453	27.859060402684563
UHGV-0002283_32	410	12490	30.463414634146343
UHGV-0002285_26	581	12319	21.203098106712563
UHGV-0002287_27	393	12507	31.82442748091603
UHGV-0002294_19	429	12471	29.06993006993007
UHGV-0002297_26	420	12480	29.714285714285715
UHGV-0002299_17	481	12419	25.81912681912682
UHGV-0002311_14	725	12175	16.79310344827586
UHGV-0002312_37	412	12488	30.310679611650485
UHGV-0002313_27	451	12449	27.60310421286031
UHGV-0002314_33	408	12492	30.61764705882353
UHGV-0002315_18	551	12349	22.41197822141561
UHGV-0002316_20	471	12429	26.388535031847134
UHGV-0002320_27	543	12357	22.756906077348066
UHGV-0002321_78	495	12405	25.060606060606062
UHGV-0002322_67	539	12361	22.93320964749536
UHGV-0002324_26	575	12325	21.434782608695652
UHGV-0002328_29	491	12409	25.272912423625254
UHGV-0002333_10	549	12351	22.497267759562842
UHGV-0002336_26	425	12475	29.352941176470587
UHGV-0002340_8	412	12488	30.310679611650485
UHGV-0002342_14	562	12338	21.95373665480427
UHGV-0002345_31	476	12424	26.100840336134453
UHGV-0002365_70	705	12195	17.29787234042553
UHGV-0002368_30	581	12319	21.203098106712563
UHGV-0002381_26	427	12473	29.210772833723652
UHGV-0002385_30	479	12421	25.931106471816285
UHGV-0002391_22	468	12432	26.564102564102566
UHGV-0002396_19	548	12352	22.54014598540146
UHGV-0002397_35	527	12373	23.47817836812144
UHGV-0002398_19	535	12365	23.11214953271028
UHGV-0002406_22	536	12364	23.067164179104477
UHGV-0002413_95	583	12317	21.126929674099486
UHGV-0002414_78	475	12425	26.157894736842106
UHGV-0002415_16	570	12330	21.63157894736842
UHGV-0002416_39	466	12434	26.682403433476395
UHGV-0002435_27	422	12478	29.56872037914692
